number,value,datetime_start,datetime_complete,duration,params_criterion,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state,fold_0,fold_1,fold_2,fold_3,fold_4,accuracy,balanced_accuracy,precision,recall,f1,accuracy_std,balanced_accuracy_std,precision_std,recall_std,f1_std
38,0.572183551510866,2024-07-10 12:08:47.118740,2024-07-10 12:08:52.072868,0 days 00:00:04.954128,gini,10,1,2,423,COMPLETE,"{'accuracy': 0.5889830508474576, 'balanced_accuracy': 0.6138646024856732, 'precision': 0.5864999162168781, 'recall': 0.5889830508474576, 'f1': 0.5711382420114837}","{'accuracy': 0.5988700564971752, 'balanced_accuracy': 0.6208865982895243, 'precision': 0.5983615390247551, 'recall': 0.5988700564971752, 'f1': 0.579150341904596}","{'accuracy': 0.594632768361582, 'balanced_accuracy': 0.6175766693833276, 'precision': 0.5966358871305246, 'recall': 0.594632768361582, 'f1': 0.5773279623487879}","{'accuracy': 0.5939265536723164, 'balanced_accuracy': 0.620194512810481, 'precision': 0.5970219249527859, 'recall': 0.5939265536723164, 'f1': 0.5703798256259135}","{'accuracy': 0.5816254416961131, 'balanced_accuracy': 0.600605903877338, 'precision': 0.5769179115434333, 'recall': 0.5816254416961131, 'f1': 0.5629213856635488}",0.5916075742149289,0.6146256573692688,0.5910874357736754,0.5916075742149289,0.572183551510866,0.006591741173208209,0.00830741681495393,0.009229528766127301,0.006591741173208209,0.006425242144469222
39,0.5314852032992501,2024-07-10 12:08:52.073877,2024-07-10 12:08:56.236884,0 days 00:00:04.163007,log_loss,6,2,3,399,COMPLETE,"{'accuracy': 0.5536723163841808, 'balanced_accuracy': 0.5733006934756721, 'precision': 0.5422259491144531, 'recall': 0.5536723163841808, 'f1': 0.5350135792134434}","{'accuracy': 0.5586158192090396, 'balanced_accuracy': 0.569799023022762, 'precision': 0.5500482963102877, 'recall': 0.5586158192090396, 'f1': 0.538674451316793}","{'accuracy': 0.5522598870056498, 'balanced_accuracy': 0.572127206520113, 'precision': 0.5396097065385215, 'recall': 0.5522598870056498, 'f1': 0.526624799800846}","{'accuracy': 0.5628531073446328, 'balanced_accuracy': 0.5817155861289635, 'precision': 0.553322525349662, 'recall': 0.5628531073446328, 'f1': 0.5379819725174237}","{'accuracy': 0.5399293286219081, 'balanced_accuracy': 0.5534066537583219, 'precision': 0.5264866607293052, 'recall': 0.5399293286219081, 'f1': 0.5191312136477445}",0.5534660917130821,0.5700698325811666,0.5423386276084459,0.5534660917130823,0.5314852032992501,0.008651259578052337,0.010344439226455778,0.010474129578011625,0.008651259578052337,0.00840516680977569
40,0.5530116715696642,2024-07-10 12:08:56.237914,2024-07-10 12:09:01.072629,0 days 00:00:04.834715,entropy,9,1,2,427,COMPLETE,"{'accuracy': 0.5748587570621468, 'balanced_accuracy': 0.60132454800015, 'precision': 0.5693601845499193, 'recall': 0.5748587570621468, 'f1': 0.5533685444300966}","{'accuracy': 0.5896892655367232, 'balanced_accuracy': 0.6161525311986312, 'precision': 0.5922212091496882, 'recall': 0.5896892655367232, 'f1': 0.5620328700844972}","{'accuracy': 0.5819209039548022, 'balanced_accuracy': 0.6098349759427175, 'precision': 0.5833258909650976, 'recall': 0.5819209039548022, 'f1': 0.5538395026617186}","{'accuracy': 0.5840395480225988, 'balanced_accuracy': 0.6135368527180067, 'precision': 0.5888452709658675, 'recall': 0.5840395480225988, 'f1': 0.551900838584659}","{'accuracy': 0.5738515901060071, 'balanced_accuracy': 0.5984035893363784, 'precision': 0.5693432974218887, 'recall': 0.5738515901060071, 'f1': 0.5439166020873498}",0.5808720129364556,0.6078504994391768,0.5806191706104923,0.5808720129364555,0.5530116715696642,0.006601571351493408,0.007697867312032693,0.010764669568516391,0.006601571351493408,0.006444938401726821
41,0.5713048368277132,2024-07-10 12:09:01.073631,2024-07-10 12:09:06.547784,0 days 00:00:05.474153,gini,10,1,2,467,COMPLETE,"{'accuracy': 0.5903954802259888, 'balanced_accuracy': 0.614378643423219, 'precision': 0.5884490044900632, 'recall': 0.5903954802259888, 'f1': 0.5740938126100604}","{'accuracy': 0.597457627118644, 'balanced_accuracy': 0.6193714166664419, 'precision': 0.5965751149878752, 'recall': 0.597457627118644, 'f1': 0.577633616490172}","{'accuracy': 0.588276836158192, 'balanced_accuracy': 0.6116279416896805, 'precision': 0.587977610904347, 'recall': 0.588276836158192, 'f1': 0.5703594235736853}","{'accuracy': 0.5953389830508474, 'balanced_accuracy': 0.6214692333267916, 'precision': 0.598334268376422, 'recall': 0.5953389830508474, 'f1': 0.5719187687680132}","{'accuracy': 0.5802120141342756, 'balanced_accuracy': 0.5981356605937908, 'precision': 0.5748962079510352, 'recall': 0.5802120141342756, 'f1': 0.562518562696635}",0.5903361881375895,0.6129965791399847,0.5892464413419486,0.5903361881375895,0.5713048368277132,0.006754372574139928,0.009179523307992661,0.009279993160056996,0.006754372574139928,0.005619189658775026
42,0.5718037034857252,2024-07-10 12:09:06.548780,2024-07-10 12:09:11.883236,0 days 00:00:05.334456,gini,10,1,2,454,COMPLETE,"{'accuracy': 0.5903954802259888, 'balanced_accuracy': 0.6145464978423515, 'precision': 0.5885364448421349, 'recall': 0.5903954802259888, 'f1': 0.5732803727494875}","{'accuracy': 0.5988700564971752, 'balanced_accuracy': 0.6204782827636199, 'precision': 0.597607563231886, 'recall': 0.5988700564971752, 'f1': 0.5800655952961773}","{'accuracy': 0.588276836158192, 'balanced_accuracy': 0.6116279416896805, 'precision': 0.5887130242356836, 'recall': 0.588276836158192, 'f1': 0.5703317688086293}","{'accuracy': 0.5939265536723164, 'balanced_accuracy': 0.620194512810481, 'precision': 0.5964873589954615, 'recall': 0.5939265536723164, 'f1': 0.5703797375296643}","{'accuracy': 0.5823321554770318, 'balanced_accuracy': 0.6002626948504995, 'precision': 0.5771943988544748, 'recall': 0.5823321554770318, 'f1': 0.5649610430446679}",0.5907602164061408,0.6134219859913265,0.5897077580319282,0.5907602164061407,0.5718037034857252,0.006187237245877778,0.0082660224540473,0.008174893565667305,0.006187237245877778,0.005510346655416159
43,0.5614236586634728,2024-07-10 12:09:11.883236,2024-07-10 12:09:17.004367,0 days 00:00:05.121131,gini,9,1,2,448,COMPLETE,"{'accuracy': 0.5819209039548022, 'balanced_accuracy': 0.6059196751028056, 'precision': 0.5774687645269304, 'recall': 0.5819209039548022, 'f1': 0.5631768478630031}","{'accuracy': 0.5903954802259888, 'balanced_accuracy': 0.6144072702963308, 'precision': 0.5887808674504533, 'recall': 0.5903954802259888, 'f1': 0.5673781738494951}","{'accuracy': 0.588276836158192, 'balanced_accuracy': 0.6139099804259748, 'precision': 0.5898406228260301, 'recall': 0.588276836158192, 'f1': 0.5654152906509015}","{'accuracy': 0.5812146892655368, 'balanced_accuracy': 0.6080399411018198, 'precision': 0.5789481397185601, 'recall': 0.5812146892655368, 'f1': 0.5544303411441192}","{'accuracy': 0.5766784452296819, 'balanced_accuracy': 0.5965271899716268, 'precision': 0.5705745818701348, 'recall': 0.5766784452296819, 'f1': 0.5567176398098451}",0.5836972709668403,0.6077608113797115,0.5811225952784218,0.5836972709668403,0.5614236586634728,0.0055772087780287475,0.007274091734057123,0.00812392238985471,0.0055772087780287475,0.00560169958071167
44,0.5664165936587697,2024-07-10 12:09:17.005371,2024-07-10 12:09:21.727678,0 days 00:00:04.722307,gini,10,1,3,395,COMPLETE,"{'accuracy': 0.5826271186440678, 'balanced_accuracy': 0.6079158747920262, 'precision': 0.5780728074914833, 'recall': 0.5826271186440678, 'f1': 0.5641251834259481}","{'accuracy': 0.5861581920903954, 'balanced_accuracy': 0.6090450943752744, 'precision': 0.5819130060550861, 'recall': 0.5861581920903954, 'f1': 0.5648116354462025}","{'accuracy': 0.5918079096045198, 'balanced_accuracy': 0.6156033982957435, 'precision': 0.5918718556152662, 'recall': 0.5918079096045198, 'f1': 0.5726186555463669}","{'accuracy': 0.588276836158192, 'balanced_accuracy': 0.6150956307452392, 'precision': 0.5885074116546183, 'recall': 0.588276836158192, 'f1': 0.5640409058758061}","{'accuracy': 0.5844522968197879, 'balanced_accuracy': 0.6020717250888105, 'precision': 0.5787902876153351, 'recall': 0.5844522968197879, 'f1': 0.5664865879995252}",0.5866644706633926,0.6099463446594188,0.5838310736863579,0.5866644706633927,0.5664165936587697,0.003553341000582203,0.005600493200976713,0.006098533595148881,0.003553341000582203,0.003603498821514056
45,0.5687436255804305,2024-07-10 12:09:21.728675,2024-07-10 12:09:27.441112,0 days 00:00:05.712437,gini,10,1,2,497,COMPLETE,"{'accuracy': 0.5903954802259888, 'balanced_accuracy': 0.6147310074760793, 'precision': 0.5884098459644359, 'recall': 0.5903954802259888, 'f1': 0.573496129561804}","{'accuracy': 0.5953389830508474, 'balanced_accuracy': 0.6178396756813586, 'precision': 0.5937783079783515, 'recall': 0.5953389830508474, 'f1': 0.5745917186335251}","{'accuracy': 0.5875706214689266, 'balanced_accuracy': 0.6107780960612753, 'precision': 0.5873166446988846, 'recall': 0.5875706214689266, 'f1': 0.5694129903539072}","{'accuracy': 0.5932203389830508, 'balanced_accuracy': 0.6195851282888479, 'precision': 0.5954932757753318, 'recall': 0.5932203389830508, 'f1': 0.569396964734056}","{'accuracy': 0.5752650176678445, 'balanced_accuracy': 0.5935151367775054, 'precision': 0.5685562867763324, 'recall': 0.5752650176678445, 'f1': 0.5568203246188603}",0.5883580882793316,0.6112898088570133,0.5867108722386672,0.5883580882793316,0.5687436255804305,0.007883113941774118,0.010485176981673365,0.010722892626514251,0.007883113941774118,0.007067999956148055
46,0.5601404838713345,2024-07-10 12:09:27.441112,2024-07-10 12:09:28.987785,0 days 00:00:01.546673,gini,9,2,4,112,COMPLETE,"{'accuracy': 0.567090395480226, 'balanced_accuracy': 0.5882454548815096, 'precision': 0.5591675188358946, 'recall': 0.567090395480226, 'f1': 0.5520308291016861}","{'accuracy': 0.5875706214689266, 'balanced_accuracy': 0.6099341404095341, 'precision': 0.5863390248919826, 'recall': 0.5875706214689266, 'f1': 0.5642348636469344}","{'accuracy': 0.5925141242937854, 'balanced_accuracy': 0.6155080547116561, 'precision': 0.5932392484369179, 'recall': 0.5925141242937854, 'f1': 0.5744942131426671}","{'accuracy': 0.5790960451977402, 'balanced_accuracy': 0.6025595888476339, 'precision': 0.5736073828638282, 'recall': 0.5790960451977402, 'f1': 0.558079854246784}","{'accuracy': 0.5717314487632509, 'balanced_accuracy': 0.5897953779860888, 'precision': 0.5639989175169521, 'recall': 0.5717314487632509, 'f1': 0.551862659218601}",0.5796005270407858,0.6012085233672846,0.575270418509115,0.5796005270407858,0.5601404838713345,0.010594381597533285,0.012049267606664464,0.014443932084899792,0.010594381597533285,0.009504322249053475
47,0.5062468190714683,2024-07-10 12:09:28.988787,2024-07-10 12:09:33.395859,0 days 00:00:04.407072,log_loss,4,1,3,469,COMPLETE,"{'accuracy': 0.5190677966101694, 'balanced_accuracy': 0.5057904684497417, 'precision': 0.5297534849622383, 'recall': 0.5190677966101694, 'f1': 0.5122223697211795}","{'accuracy': 0.5233050847457628, 'balanced_accuracy': 0.5117074755451606, 'precision': 0.5225003034556546, 'recall': 0.5233050847457628, 'f1': 0.5068706522033041}","{'accuracy': 0.5225988700564972, 'balanced_accuracy': 0.5121991629966361, 'precision': 0.5229269646664829, 'recall': 0.5225988700564972, 'f1': 0.512697740718628}","{'accuracy': 0.5254237288135594, 'balanced_accuracy': 0.5092120127442437, 'precision': 0.5399275542486074, 'recall': 0.5254237288135594, 'f1': 0.511898470725056}","{'accuracy': 0.5031802120141343, 'balanced_accuracy': 0.48886090586097714, 'precision': 0.5106163595686504, 'recall': 0.5031802120141343, 'f1': 0.48754486198917385}",0.5187151384480246,0.5055540051193519,0.5251449333803266,0.5187151384480246,0.5062468190714683,0.00898073591084029,0.00967108860257821,0.010755899974826094,0.00898073591084029,0.01071698568351798
48,0.5593397566215249,2024-07-10 12:09:33.396856,2024-07-10 12:09:38.640108,0 days 00:00:05.243252,entropy,10,1,3,431,COMPLETE,"{'accuracy': 0.5861581920903954, 'balanced_accuracy': 0.6130043750297144, 'precision': 0.5838574211487499, 'recall': 0.5861581920903954, 'f1': 0.5641113991638647}","{'accuracy': 0.5875706214689266, 'balanced_accuracy': 0.6140839165269598, 'precision': 0.5852448199125572, 'recall': 0.5875706214689266, 'f1': 0.5593033184633831}","{'accuracy': 0.5896892655367232, 'balanced_accuracy': 0.6171310308403144, 'precision': 0.5958547068052237, 'recall': 0.5896892655367232, 'f1': 0.5638312497637127}","{'accuracy': 0.58545197740113, 'balanced_accuracy': 0.6153484469209053, 'precision': 0.5887170617134044, 'recall': 0.58545197740113, 'f1': 0.5531531376691624}","{'accuracy': 0.5844522968197879, 'balanced_accuracy': 0.6083659244366706, 'precision': 0.583725999380642, 'recall': 0.5844522968197879, 'f1': 0.5562996780475018}",0.5866644706633927,0.6135867387509129,0.5874800017921155,0.5866644706633927,0.5593397566215249,0.002036581960475307,0.003298062212867296,0.005096019622292984,0.002036581960475307,0.0047555163425100425
49,0.554958904853889,2024-07-10 12:09:38.641105,2024-07-10 12:09:39.823359,0 days 00:00:01.182254,gini,8,2,2,78,COMPLETE,"{'accuracy': 0.5706214689265536, 'balanced_accuracy': 0.5950731343396455, 'precision': 0.5635614882143988, 'recall': 0.5706214689265536, 'f1': 0.5518351520915507}","{'accuracy': 0.5833333333333334, 'balanced_accuracy': 0.6038898774266109, 'precision': 0.5788134592521953, 'recall': 0.5833333333333334, 'f1': 0.5599182095836601}","{'accuracy': 0.5812146892655368, 'balanced_accuracy': 0.5976035635059532, 'precision': 0.576015257275344, 'recall': 0.5812146892655368, 'f1': 0.5692626358176258}","{'accuracy': 0.5727401129943502, 'balanced_accuracy': 0.5957216234145385, 'precision': 0.5641599944306728, 'recall': 0.5727401129943502, 'f1': 0.5518790738793052}","{'accuracy': 0.5597173144876325, 'balanced_accuracy': 0.5757005417240709, 'precision': 0.5492919756959401, 'recall': 0.5597173144876325, 'f1': 0.5418994528973026}",0.5735253838014813,0.5935977480821638,0.5663684349737101,0.5735253838014813,0.554958904853889,0.009421165566907334,0.010594480757836774,0.011750547125756124,0.009421165566907334,0.01023454809022246
