number,value,datetime_start,datetime_complete,duration,params_dropout_rate,params_learning_rate,params_num_layers,params_num_units,state,fold_0,fold_1,fold_2,fold_3,fold_4,accuracy,balanced_accuracy,precision,recall,f1,accuracy_std,balanced_accuracy_std,precision_std,recall_std,f1_std
33,0.5941210044175872,2024-07-10 16:22:51.130181,2024-07-10 16:23:14.977684,0 days 00:00:23.847503,0.05,0.004339954655802459,1,112,COMPLETE,"{'accuracy': 0.5084745762711864, 'balanced_accuracy': 0.5084229277449129, 'precision': 0.5017091576194439, 'recall': 0.5084745762711864, 'f1': 0.49537387227618723}","{'accuracy': 0.548728813559322, 'balanced_accuracy': 0.5524072704814253, 'precision': 0.5498894567038953, 'recall': 0.548728813559322, 'f1': 0.5456361508558456}","{'accuracy': 0.626412429378531, 'balanced_accuracy': 0.624417946688823, 'precision': 0.6257269105093914, 'recall': 0.626412429378531, 'f1': 0.6240422699958692}","{'accuracy': 0.6497175141242938, 'balanced_accuracy': 0.6609149061387597, 'precision': 0.6529503988145915, 'recall': 0.6497175141242938, 'f1': 0.6412264572062134}","{'accuracy': 0.6685512367491167, 'balanced_accuracy': 0.6685343760206185, 'precision': 0.6681734234246003, 'recall': 0.6685512367491167, 'f1': 0.6643262717538205}",0.6003769140164901,0.6029394854149078,0.5996898694143844,0.60037691401649,0.5941210044175872,0.06869069646448343,0.0700215106239629,0.07121255096684467,0.06869069646448343,0.07096612309587265
34,0.590401181931002,2024-07-10 16:23:14.978686,2024-07-10 16:23:38.953987,0 days 00:00:23.975301,0.05,0.004704271678092946,1,112,COMPLETE,"{'accuracy': 0.5042372881355932, 'balanced_accuracy': 0.5094865808483185, 'precision': 0.4960936072065769, 'recall': 0.5042372881355932, 'f1': 0.4910408935273003}","{'accuracy': 0.5444915254237288, 'balanced_accuracy': 0.5423750999709508, 'precision': 0.5499311555685086, 'recall': 0.5444915254237288, 'f1': 0.5430675267734593}","{'accuracy': 0.6122881355932204, 'balanced_accuracy': 0.6072305386577347, 'precision': 0.6109787413683435, 'recall': 0.6122881355932204, 'f1': 0.6086615395007787}","{'accuracy': 0.6574858757062146, 'balanced_accuracy': 0.6622434131815852, 'precision': 0.6586956918753334, 'recall': 0.6574858757062146, 'f1': 0.6530538582214872}","{'accuracy': 0.6614840989399293, 'balanced_accuracy': 0.6580501000466493, 'precision': 0.6612602461221513, 'recall': 0.6614840989399293, 'f1': 0.6561820916319844}",0.5959973847597373,0.5958771465410477,0.5953918884281826,0.5959973847597373,0.590401181931002,0.06965540484076733,0.06841903213994342,0.07161666870648557,0.06965540484076733,0.071935506546255
35,0.5767042535010742,2024-07-10 16:23:38.954989,2024-07-10 16:24:06.183713,0 days 00:00:27.228724,0.05,0.004583982859770785,2,128,COMPLETE,"{'accuracy': 0.4915254237288136, 'balanced_accuracy': 0.4805270562655522, 'precision': 0.49246091488335486, 'recall': 0.4915254237288136, 'f1': 0.4679448264215315}","{'accuracy': 0.5451977401129944, 'balanced_accuracy': 0.5492710859710249, 'precision': 0.5454583284302708, 'recall': 0.5451977401129944, 'f1': 0.5403401173170681}","{'accuracy': 0.5988700564971752, 'balanced_accuracy': 0.5980235333852338, 'precision': 0.59757570240204, 'recall': 0.5988700564971752, 'f1': 0.5939867776099788}","{'accuracy': 0.6299435028248588, 'balanced_accuracy': 0.6389749942660318, 'precision': 0.6293262169876462, 'recall': 0.6299435028248588, 'f1': 0.6227627932912316}","{'accuracy': 0.662190812720848, 'balanced_accuracy': 0.6551111629197491, 'precision': 0.6644364087412284, 'recall': 0.662190812720848, 'f1': 0.6584867528655614}",0.585545507176938,0.5843815665615184,0.585851514288908,0.5855455071769379,0.5767042535010742,0.0679907105653009,0.07104175983964625,0.06811113256817318,0.0679907105653009,0.07459794787485449
36,0.522101031378709,2024-07-10 16:24:06.184712,2024-07-10 16:24:31.574203,0 days 00:00:25.389491,0.05,0.006007265513592063,4,96,COMPLETE,"{'accuracy': 0.4498587570621469, 'balanced_accuracy': 0.4120132677971297, 'precision': 0.3206264278190449, 'recall': 0.4498587570621469, 'f1': 0.3705417701495607}","{'accuracy': 0.5437853107344632, 'balanced_accuracy': 0.5749092751888588, 'precision': 0.52891165433165, 'recall': 0.5437853107344632, 'f1': 0.5014558773702934}","{'accuracy': 0.5522598870056498, 'balanced_accuracy': 0.5367528759612429, 'precision': 0.5581894358083619, 'recall': 0.5522598870056498, 'f1': 0.5447505500415726}","{'accuracy': 0.6031073446327684, 'balanced_accuracy': 0.630096151918932, 'precision': 0.6019775075893602, 'recall': 0.6031073446327684, 'f1': 0.5820943105550896}","{'accuracy': 0.6134275618374558, 'balanced_accuracy': 0.6013924161400783, 'precision': 0.6209108844979062, 'recall': 0.6134275618374558, 'f1': 0.6116626487770288}",0.5524877722544967,0.5510327974012483,0.5261231820092647,0.5524877722544969,0.522101031378709,0.06497018275663131,0.08498167035651664,0.12041960331026132,0.06497018275663131,0.09424689597190189
37,0.5895440503619588,2024-07-10 16:24:31.574203,2024-07-10 16:24:56.792770,0 days 00:00:25.218567,0.05,0.004406878159662066,1,112,COMPLETE,"{'accuracy': 0.4936440677966102, 'balanced_accuracy': 0.500194613819284, 'precision': 0.4832795453897132, 'recall': 0.4936440677966102, 'f1': 0.4805610836247997}","{'accuracy': 0.5508474576271186, 'balanced_accuracy': 0.5532009729315975, 'precision': 0.5514916987133837, 'recall': 0.5508474576271186, 'f1': 0.5467368709933724}","{'accuracy': 0.6186440677966102, 'balanced_accuracy': 0.6124911934602565, 'precision': 0.6190818168158417, 'recall': 0.6186440677966102, 'f1': 0.6157266945968711}","{'accuracy': 0.6483050847457628, 'balanced_accuracy': 0.6556189676657072, 'precision': 0.6506308378221465, 'recall': 0.6483050847457628, 'f1': 0.6421561726781041}","{'accuracy': 0.6671378091872792, 'balanced_accuracy': 0.6643076767326721, 'precision': 0.6674776648674298, 'recall': 0.6671378091872792, 'f1': 0.6625394299166465}",0.5957156974306762,0.5971626849219034,0.594392312721703,0.5957156974306763,0.5895440503619588,0.07215304635427704,0.06981401905416874,0.07632221459479589,0.07215304635427704,0.07498605429411691
38,0.2034392810685758,2024-07-10 16:24:56.793770,2024-07-10 16:25:21.559590,0 days 00:00:24.765820,0.1,0.0988415749709003,2,96,COMPLETE,"{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.33338928480637753, 'precision': 0.32607190803826147, 'recall': 0.3862994350282486, 'f1': 0.2165210321490104}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3538135593220339, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.1251840347601264, 'recall': 0.3538135593220339, 'f1': 0.18493541285377044}","{'accuracy': 0.35406360424028266, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.1253610358476195, 'recall': 0.35406360424028266, 'f1': 0.18516269908599334}",0.37335509372941245,0.3333445236279421,0.17501429713045907,0.37335509372941245,0.2034392810685758,0.017724989765062135,2.502225943362167e-05,0.08528898881913954,0.017724989765062135,0.01679563164282111
39,0.5868555673028306,2024-07-10 16:25:21.560586,2024-07-10 16:25:46.501295,0 days 00:00:24.940709,0.1,0.006495836747950802,1,128,COMPLETE,"{'accuracy': 0.5056497175141242, 'balanced_accuracy': 0.5084186275992116, 'precision': 0.49487207847411463, 'recall': 0.5056497175141242, 'f1': 0.4857530950901324}","{'accuracy': 0.538135593220339, 'balanced_accuracy': 0.5369359213639594, 'precision': 0.5431297084905752, 'recall': 0.538135593220339, 'f1': 0.5332494592299479}","{'accuracy': 0.5967514124293786, 'balanced_accuracy': 0.5858602357852188, 'precision': 0.5992351348055003, 'recall': 0.5967514124293786, 'f1': 0.5907311321032859}","{'accuracy': 0.661723163841808, 'balanced_accuracy': 0.6601393231341942, 'precision': 0.6623032947682346, 'recall': 0.661723163841808, 'f1': 0.6583391410548068}","{'accuracy': 0.6713780918727915, 'balanced_accuracy': 0.6674590020983526, 'precision': 0.6722834602372073, 'recall': 0.6713780918727915, 'f1': 0.6662050090359796}",0.5947275957756883,0.5917626219961873,0.5943647353551265,0.5947275957756882,0.5868555673028306,0.073323467721952,0.07140087864713271,0.07621435738139841,0.073323467721952,0.07828885605959532
40,0.5573841138613591,2024-07-10 16:25:46.502291,2024-07-10 16:26:13.026019,0 days 00:00:26.523728,0.05,0.009761645974734773,1,112,COMPLETE,"{'accuracy': 0.4759887005649718, 'balanced_accuracy': 0.4675455675301228, 'precision': 0.4698921955740465, 'recall': 0.4759887005649718, 'f1': 0.45044271663266755}","{'accuracy': 0.5056497175141242, 'balanced_accuracy': 0.4914385322035366, 'precision': 0.5193096423303454, 'recall': 0.5056497175141242, 'f1': 0.4933154628487742}","{'accuracy': 0.588276836158192, 'balanced_accuracy': 0.5783964223210839, 'precision': 0.5931366415477017, 'recall': 0.588276836158192, 'f1': 0.5826482294641532}","{'accuracy': 0.6320621468926554, 'balanced_accuracy': 0.6336439638276371, 'precision': 0.632009085553255, 'recall': 0.6320621468926554, 'f1': 0.6300474244641014}","{'accuracy': 0.6360424028268551, 'balanced_accuracy': 0.6353289366452376, 'precision': 0.6341019402925857, 'recall': 0.6360424028268551, 'f1': 0.6304667358970991}",0.5676039607913597,0.5612706845055235,0.5696899010595868,0.5676039607913597,0.5573841138613591,0.07331052115155669,0.07854415034350729,0.07259492696364912,0.07331052115155669,0.08185437736058772
41,0.5948707316756642,2024-07-10 16:26:13.027016,2024-07-10 16:26:38.420634,0 days 00:00:25.393618,0.05,0.004109622447759389,1,112,COMPLETE,"{'accuracy': 0.4936440677966102, 'balanced_accuracy': 0.49730309470876227, 'precision': 0.4864308392048154, 'recall': 0.4936440677966102, 'f1': 0.48301993740270244}","{'accuracy': 0.556497175141243, 'balanced_accuracy': 0.5598152283251107, 'precision': 0.5574113428075727, 'recall': 0.556497175141243, 'f1': 0.5535224561447106}","{'accuracy': 0.623587570621469, 'balanced_accuracy': 0.6216280445494302, 'precision': 0.6225389638405482, 'recall': 0.623587570621469, 'f1': 0.6211061379448117}","{'accuracy': 0.663135593220339, 'balanced_accuracy': 0.6667721111310486, 'precision': 0.6652047593603025, 'recall': 0.663135593220339, 'f1': 0.6574840576388944}","{'accuracy': 0.6636042402826855, 'balanced_accuracy': 0.6540507893746303, 'precision': 0.6628993510352907, 'recall': 0.6636042402826855, 'f1': 0.6592210692472017}",0.6000937294124693,0.5999138536177965,0.598897051249706,0.6000937294124694,0.5948707316756642,0.07381058894321062,0.07072695400785069,0.0765206825315041,0.07381058894321062,0.0757792371707644
42,0.5946757605634623,2024-07-10 16:26:38.421804,2024-07-10 16:27:03.181793,0 days 00:00:24.759989,0.05,0.0041544358846621575,1,112,COMPLETE,"{'accuracy': 0.5225988700564972, 'balanced_accuracy': 0.5343741550098012, 'precision': 0.5118761779441376, 'recall': 0.5225988700564972, 'f1': 0.50534802003081}","{'accuracy': 0.5614406779661016, 'balanced_accuracy': 0.5641988087518892, 'precision': 0.5616694313465929, 'recall': 0.5614406779661016, 'f1': 0.5562733613601487}","{'accuracy': 0.6186440677966102, 'balanced_accuracy': 0.6159921929450057, 'precision': 0.6172212996769345, 'recall': 0.6186440677966102, 'f1': 0.6157822895456213}","{'accuracy': 0.6461864406779662, 'balanced_accuracy': 0.6542550810997564, 'precision': 0.650200526467848, 'recall': 0.6461864406779662, 'f1': 0.6390767942164475}","{'accuracy': 0.6614840989399293, 'balanced_accuracy': 0.6620297471663895, 'precision': 0.6617462015932585, 'recall': 0.6614840989399293, 'f1': 0.6568983376642843}",0.6020708310874209,0.6061699969945684,0.6005427274057543,0.6020708310874209,0.5946757605634623,0.05856064701282049,0.05577899717804661,0.06297385801515036,0.05856064701282049,0.06273510968635403
